id,symbol,market,timeframe,direction,entry,stop,target,target_r,stop_pct,mfe_r,mae_r,mae_pct,hrs_first_green,hrs_0.10R,hrs_0.25R,hrs_0.50R,hrs_1.00R,hit_1R,hit_2R,hit_3R,green_then_stopped,final_r,be25_r,be_would_save,be_cuts_winner
533b5357,YAHOO:CL=F,tradfi (index/metal/oil/fx),1h,short,81.17268126351493,82.9887523651123,75.7244679587228,3.0,2.2373,3.5421,-0.2408,0.5388,0.0,0.0,0.0,1.0,29.0,True,True,True,False,3.0,0.0,False,True
a62969f1,YAHOO:BZ=F,tradfi (index/metal/oil/fx),1h,short,84.06214209965297,85.75500202178955,78.98356233324324,3.0,2.0138,3.3152,-0.0519,0.1045,0.0,0.0,0.0,1.0,29.0,True,True,True,False,3.0,3.0,False,False
d897b89c,YAHOO:ZB=F,tradfi (index/metal/oil/fx),1h,long,113.00558035714286,112.6640625,114.03013392857143,3.0,0.3022,0.3497,-1.1144,0.3368,0.0,0.0,0.0,,,False,False,False,True,-1.0,0.0,True,False
ee295d43,AVAXUSDT,crypto major,15m,long,6.788642857142857,6.750500000000001,6.903071428571429,3.0,0.5619,5.8034,-1.2753,0.7165,0.0,0.0,0.75,4.25,4.25,True,True,True,True,-1.0,0.0,True,False
cb406886,YAHOO:ZW=F,tradfi (index/metal/oil/fx),1h,short,580.2544642857143,584.78125,566.6741071428572,3.0,0.7801,0.8846,-2.3738,1.8519,0.0,0.0,0.0,0.0,,False,False,False,True,-1.0,-1.0,False,False
5b86cd42,YAHOO:ZC=F,tradfi (index/metal/oil/fx),1h,short,410.5044642857143,413.53125,401.4241071428571,3.0,0.7373,1.4056,-2.0634,1.5214,0.0,0.0,0.0,0.0,0.0,True,False,False,True,-1.0,0.0,True,False
7f380cb3,BNBUSDT,crypto major,15m,long,628.5776785714286,625.08375,639.0594642857143,3.0,0.5558,0.6904,-1.8683,1.0385,0.0,0.0,0.0,0.0,,False,False,False,True,-1.0,0.0,True,False
c3120e14,XRPUSDT,crypto major,15m,long,1.2375660714285714,1.2211625000000002,1.2867767857142856,3.0,1.3255,3.4099,-2.8997,3.8435,0.0,0.0,0.0,0.0,1.5,True,True,True,True,-1.0,0.0,True,False
d64ceccb,ADAUSDT,crypto major,15m,long,0.18754285714285715,0.18480000000000002,0.19577142857142857,3.0,1.4625,0.8958,-3.0052,4.3952,0.0,0.0,0.0,0.25,,False,False,False,True,-1.0,0.0,True,False
4369754d,DOGEUSDT,crypto major,15m,long,0.09049517857142857,0.08986625,0.09238196428571428,3.0,0.695,0.5483,-2.266,1.5749,0.0,0.0,0.0,0.0,,False,False,False,True,-1.0,0.0,True,False
541800f3,DOTUSDT,crypto major,15m,long,1.0331249999999998,1.0218749999999999,1.0668749999999998,3.0,1.0889,1.2333,-1.7,1.8512,0.0,0.0,0.0,1.5,1.75,True,False,False,True,-1.0,0.0,True,False
88201f0c,YAHOO:ZS=F,tradfi (index/metal/oil/fx),1h,short,1104.1160714285713,1112.3125,1079.5267857142856,3.0,0.7424,-0.1688,-3.8595,2.8651,,,,,,False,False,False,False,-1.0,-1.0,False,False
93d42846,YAHOO:CC=F,tradfi (index/metal/oil/fx),1h,long,4137.982142857143,4017.8750000000005,4498.303571428572,3.0,2.9026,-0.208,-1.5318,4.4462,,,,,,False,False,False,False,-1.0,-1.0,False,False
b68189e0,BTCUSDT,crypto major,5m,long,66822.75160714285,66679.06125,67253.82267857142,3.0,0.215,0.6768,-3.5382,0.7608,0.0,0.0,0.0,0.25,,False,False,False,True,-1.0,0.0,True,False
df164035,XRPUSDT,crypto major,5m,long,1.2773535714285713,1.269275,1.3015892857142854,3.0,0.6324,1.7635,-3.5469,2.2432,0.0,0.0,0.0,0.0,0.25,True,False,False,True,-1.0,0.0,True,False
2a0c92dd,ADAUSDT,crypto major,5m,long,0.18780357142857143,0.18662499999999999,0.19133928571428574,3.0,0.6276,0.7606,-6.8758,4.3149,0.0,0.0,0.0,0.25,,False,False,False,True,-1.0,0.0,True,False
